stage_number,stage_title,learning_card_code,learning_card_id,learning_card_title,question_number,question_id,question_type,choice_position_source_order,choice_id,is_correct,text,feedback,represented_misconception,represented_glossary_term,distractor_source,distractor_rationale
1,Before Morning,1.7,fine-tuning,Fine-Tuning,3,v02710-fine-tuning-q3,causal-consequence,4,v02710-fine-tuning-q3-inner-values,false,The model acquired human values and moral agency.,That gives the model too much mind. Fine-tuning changes output patterns; it does not create moral agency.,behavior shaping vs moral agency,alignment,explicit-confusable,Tempting because aligned behavior can sound value-driven.
1,Before Morning,1.8,alignment,Alignment,1,v02710-alignment-q1,boundary,1,v02710-alignment-q1-correct,true,"Behavior was shaped toward instructions and safety boundaries, not moral understanding.",Good distinction. Alignment shapes behavior; it is not magic morality.,,,,
1,Before Morning,1.8,alignment,Alignment,1,v02710-alignment-q1,boundary,2,v02710-alignment-q1-conscious,false,The model must understand morality the way a person does.,That gives the model too much mind. Refusal behavior can be shaped without human moral understanding.,aligned behavior vs moral agency,alignment,same-card,Tempting because refusals can sound principled.
1,Before Morning,1.8,alignment,Alignment,1,v02710-alignment-q1,boundary,3,v02710-alignment-q1-truth,false,Safer wording means the factual claims have already been verified.,"Not quite. Alignment can shape behavior, but it does not guarantee factual truth. Probability, permission, fluency, or confidence is not the same as truth.",alignment vs truth guarantee,truth,nearby-stage,Tempting because safer behavior can feel more trustworthy.
1,Before Morning,1.8,alignment,Alignment,1,v02710-alignment-q1,boundary,4,v02710-alignment-q1-no-model,false,The LLM stopped using learned weights and became a rulebook.,"Close, but an aligned product can still use a learned model plus rules, filters, or policies.",alignment controls vs learned model,rule-based AI,explicit-confusable,Tempting because aligned products may use rules or filters.
1,Before Morning,1.8,alignment,Alignment,2,v02710-alignment-q2,model-trace,1,v02710-alignment-q2-correct,true,Some alignment changes are durable training; others steer or filter the current run.,"Insight strengthened. Alignment can happen through several layers, not one magic switch.",,,,
1,Before Morning,1.8,alignment,Alignment,2,v02710-alignment-q2,model-trace,2,v02710-alignment-q2-all-weights,false,Every alignment layer permanently rewrites the model weights.,"Not quite. Fine-tuning may change weights, but system prompts and filters can steer behavior at runtime.",runtime control vs durable weight update,weight update,same-card,Tempting because all layers affect visible behavior.
1,Before Morning,1.8,alignment,Alignment,2,v02710-alignment-q2,model-trace,3,v02710-alignment-q2-only-prompt,false,Alignment is only a better prompt typed by the user.,"Close, but alignment can include training, policies, evaluation, and runtime controls beyond the user prompt.",alignment vs user prompting only,prompt,nearby-stage,Tempting because prompts are visible and powerful.
1,Before Morning,1.8,alignment,Alignment,2,v02710-alignment-q2,model-trace,4,v02710-alignment-q2-sampling-only,false,Alignment is the same thing as sampling the most probable token.,Sampling chooses a next token from probabilities. Alignment shapes or constrains behavior around that process.,alignment vs decoding,sampling,nearby-stage,Tempting because both affect the final response.
1,Before Morning,1.8,alignment,Alignment,3,v02710-alignment-q3,human-use-judgment,1,v02710-alignment-q3-correct,true,"Because shaped behavior can still fail, drift, or create unexpected tradeoffs in new situations.",Good distinction. Alignment needs evaluation; it is not a one-time guarantee.,,,,
1,Before Morning,1.8,alignment,Alignment,3,v02710-alignment-q3,human-use-judgment,2,v02710-alignment-q3-conscious-test,false,To check whether the model has developed a conscience.,"Not quite. Evaluation checks behavior and outcomes, not inner conscience. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",evaluation vs consciousness,evaluation,same-card,Tempting because evaluations judge behavior.
1,Before Morning,1.8,alignment,Alignment,3,v02710-alignment-q3,human-use-judgment,3,v02710-alignment-q3-no-need,false,Because aligned models no longer need human review.,"This choice overclaims. Aligned systems can still need review, monitoring, and accountability.",alignment vs human review,human review,nearby-stage,Tempting because alignment sounds like completion.
1,Before Morning,1.8,alignment,Alignment,3,v02710-alignment-q3,human-use-judgment,4,v02710-alignment-q3-loss-only,false,Because lower training loss alone proves the model is safe.,"Close, but loss alone is not a full safety or usefulness evaluation. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",loss vs safety/behavior evaluation,loss,nearby-stage,Tempting because loss is an important training signal.
1,Before Morning,1.8,alignment,Alignment,4,v02712-alignment-q4,boundary,1,v02712-alignment-q4-correct,true,"A policy or filter layer changed visible output, not necessarily model weights.",Good distinction. Product-level controls can affect what users see without being a weight update.,,,,
1,Before Morning,1.8,alignment,Alignment,4,v02712-alignment-q4,boundary,2,v02712-alignment-q4-2-alignment,false,The model learned new moral values during that one response.,"A blocked output is not evidence of a new conscience or durable training. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",The model learned new moral values during that one response.,alignment,explicit-confusable,"Plausible because alignment is nearby, but this choice preserves a misconception the card is designed to correct."
1,Before Morning,1.8,alignment,Alignment,4,v02712-alignment-q4,boundary,3,v02712-alignment-q4-3-prompt,false,The user prompt permanently rewrote the safety behavior.,"Prompting can steer a run, but it usually does not update weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",The user prompt permanently rewrote the safety behavior.,prompt,explicit-confusable,"Plausible because prompt is nearby, but this choice preserves a misconception the card is designed to correct."
1,Before Morning,1.8,alignment,Alignment,4,v02712-alignment-q4,boundary,4,v02712-alignment-q4-4-truth,false,A filter approval means the answer no longer needs evidence review.,"A safety decision is not the same as fact verification. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The answer became guaranteed true because it was allowed through.,truth,explicit-confusable,"Plausible because truth is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.1,inference,Inference,1,v02710-inference-q1,mechanism,1,v02710-inference-q1-correct,true,Temporary internal states change; learned weights usually stay fixed.,Good distinction. Inference uses the map without redrawing it.,,,,
2,Morning Commute,2.1,inference,Inference,1,v02710-inference-q1,mechanism,2,v02710-inference-q1-weights-change,false,The learned weights change after every user prompt.,"Not quite. Ordinary inference can use context, but it usually does not rewrite weights.",inference vs training update,training,same-card,Tempting because the model may adapt within a conversation.
2,Morning Commute,2.1,inference,Inference,1,v02710-inference-q1,mechanism,3,v02710-inference-q1-dataset,false,The training dataset changes to include the new prompt.,This choice reveals a common mix-up. A prompt can be current context without joining the training dataset.,prompt/context vs training data,training data,same-card,Tempting because prompts feel like new information.
2,Morning Commute,2.1,inference,Inference,1,v02710-inference-q1,mechanism,4,v02710-inference-q1-conscious,false,The model’s conscious attention shifts to the user’s intent.,That gives the model too much mind. Inference computes temporary vectors; it is not conscious attention.,attention/activation vs awareness,attention,nearby-stage,Tempting because the response may seem attentive.
